# projectile, target, recoil, and ejectile masses
938.272046 2808.921005 2808.391482 939.565379
#energy		legendre coeffs (6)								cross section
#1.019100e+6	 0.000000e+0  0.000000e+0 0.000000e+0 0.000000e+0 0.000000+0 0.000000e+0	0.000000e+0
2.400000e+6	-1.905800e-1  1.611400e-1 -6.539400e-3  6.717400e-4 -5.921200e-6  1.375000e-7	5.076200e-1
2.500000e+6	-1.916500e-1  1.725300e-1 -6.963400e-3  8.066500e-4 -7.630800e-6  1.857200e-7	5.254100e-1
2.600000e+6	-1.926900e-1  1.824800e-1 -7.408600e-3  9.599200e-4 -9.750600e-6  2.487700e-7	5.388000e-1
2.700000e+6	-1.938300e-1  1.910900e-1 -7.901600e-3  1.134400e-3 -1.237200e-5  3.305200e-7	5.477200e-1
2.800000e+6	-1.950900e-1  1.984700e-1 -8.465100e-3  1.332900e-3 -1.559900e-5  4.354800e-7	5.524900e-1
2.900000e+6	-1.964500e-1  2.047700e-1 -9.116800e-3  1.558500e-3 -1.954800e-5  5.688100e-7	5.536300e-1
3.000000e+6	-1.979000e-1  2.101500e-1 -9.871100e-3  1.813900e-3 -2.435200e-5  7.363500e-7	5.517500e-1
3.100000e+6	-1.993800e-1  2.147400e-1 -1.073900e-2  2.102100e-3 -3.015300e-5  9.447100e-7	5.474400e-1
3.200000e+6	-2.008600e-1  2.186500e-1 -1.173000e-2  2.425900e-3 -3.711000e-5  1.201300e-6	5.412300e-1
3.300000e+6	-2.023400e-1  2.220000e-1 -1.285000e-2  2.788400e-3 -4.539800e-5  1.514600e-6	5.335900e-1
3.400000e+6	-2.037700e-1  2.248700e-1 -1.410400e-2  3.192300e-3 -5.520400e-5  1.893700e-6	5.249100e-1
3.500000e+6	-2.051600e-1  2.273500e-1 -1.549800e-2  3.640700e-3 -6.673000e-5  2.349100e-6	5.154900e-1
3.600000e+6	-2.064900e-1  2.295100e-1 -1.703300e-2  4.136400e-3 -8.019200e-5  2.892100e-6	5.055800e-1
3.700000e+6	-2.077600e-1  2.314100e-1 -1.871200e-2  4.682300e-3 -9.581900e-5  3.535400e-6	4.953900e-1
3.800000e+6	-2.089800e-1  2.331000e-1 -2.053400e-2  5.281200e-3 -1.138500e-4  4.292700e-6	4.850700e-1
3.900000e+6	-2.101300e-1  2.346300e-1 -2.250000e-2  5.935900e-3 -1.345300e-4  5.179100e-6	4.747500e-1
4.000000e+6	-2.112300e-1  2.360200e-1 -2.460700e-2  6.648800e-3 -1.581200e-4  6.211000e-6	4.645200e-1
4.500000e+6	-2.158500e-1  2.417700e-1 -3.713600e-2  1.116600e-2 -3.287300e-4  1.422100e-5	4.169700e-1
5.000000e+6	-2.188700e-1  2.460400e-1 -5.237200e-2  1.739800e-2 -6.085400e-4  2.912200e-5	3.779300e-1
5.500000e+6	-2.202100e-1  2.487900e-1 -6.934600e-2  2.542100e-2 -1.014700e-3  5.460400e-5	3.422800e-1
6.000000e+6	-2.169500e-1  2.496200e-1 -8.497700e-2  3.479200e-2 -1.555000e-3  9.549000e-5	3.115400e-1
6.500000e+6	-2.072900e-1  2.406500e-1 -9.738700e-2  4.470500e-2 -2.176800e-3  1.580900e-4	2.837900e-1
7.000000e+6	-1.912000e-1  2.247700e-1 -1.054600e-1  5.437600e-2 -2.782100e-3  2.525700e-4	2.619600e-1
8.000000e+6	-1.431500e-1  1.874100e-1 -1.098100e-1  7.104200e-2 -3.551900e-3  6.067000e-4	2.249700e-1
9.000000e+6	-8.433200e-2  1.564900e-1 -1.054200e-1  8.360200e-2 -3.225100e-3  1.375000e-3	1.970600e-1
1.000000e+7	-2.648400e-2  1.373000e-1 -9.903000e-2  9.338000e-2 -1.343200e-3  2.884000e-3	1.759100e-1
1.100000e+7	 2.154600e-2  1.302900e-1 -9.335700e-2  1.025800e-1  2.211500e-3  5.429800e-3	1.590400e-1
1.200000e+7	 5.384100e-2  1.325900e-1 -8.836700e-2  1.135300e-1  6.810000e-3  9.038400e-3	1.449300e-1
