# projectile, target, recoil, and ejectile masses
1875.612859 2808.921005 3727.379240 939.565379
#energy		legendre coeffs (variable number)								cross section
1.000000e+2          -3.774100e-4  9.528000e-5 -2.563800e-7 -7.902600e-9  1.28400e-10  1.65120e-12  1.87170e-14 -1.01380e-14  1.24360e-14 -9.99370e-15                                                                                       2.04690e-56
1.400000e+5           1.929600e-3 -5.486300e-4  6.219800e-6  6.979200e-7  7.805200e-8  3.528500e-9  9.77880e-11  3.55240e-12 -3.23910e-14  5.85190e-14											     4.302700e+0
1.600000e+5           2.243500e-3 -7.460400e-4  8.751700e-6  1.115600e-6  1.287300e-7  6.868400e-9  2.21540e-10  7.61890e-12 -3.62360e-16  7.62440e-14											     3.647500e+0
1.800000e+5           2.578800e-3 -9.583600e-4  1.169200e-5  1.671400e-6  2.045400e-7  1.249700e-8  4.49160e-10  1.52360e-11  8.08060e-14  9.97730e-14											     3.072300e+0
2.000000e+5           2.934900e-3 -1.183800e-3  1.506100e-5  2.390400e-6  3.133300e-7  2.136800e-8  8.34240e-10  2.85190e-11  2.46860e-13  1.30540e-13											     2.605100e+0
2.200000e+5           3.310900e-3 -1.420900e-3  1.888200e-5  3.299200e-6  4.639200e-7  3.462300e-8  1.445300e-9  5.03420e-11  5.49000e-13  1.71650e-13											     2.233200e+0
2.400000e+5           3.705600e-3 -1.668200e-3  2.317800e-5  4.425500e-6  6.660400e-7  5.359500e-8  2.367100e-9  8.44660e-11  1.05620e-12  2.29510e-13											     1.936900e+0
2.600000e+5           4.117900e-3 -1.924400e-3  2.797500e-5  5.797600e-6  9.302900e-7  7.981200e-8  3.702200e-9  1.35680e-10  1.86310e-12  3.12680e-13											     1.698500e+0
2.800000e+5           4.546600e-3 -2.188400e-3  3.329800e-5  7.445000e-6  1.268100e-6  1.150000e-7  5.571900e-9  2.09910e-10  3.09040e-12  4.30890e-13											     1.504600e+0
3.000000e+5           4.990700e-3 -2.459100e-3  3.917500e-5  9.397300e-6  1.691500e-6  1.610700e-7  8.117700e-9  3.14380e-10  4.89030e-12  6.00750e-13											     1.344800e+0
3.200000e+5           5.449100e-3 -2.735600e-3  4.563300e-5  1.168500e-5  2.213400e-6  2.201300e-7  1.150200e-8  4.57720e-10  7.45520e-12  8.39580e-13											     1.211600e+0
3.400000e+5           5.920700e-3 -3.016900e-3  5.270000e-5  1.433800e-5  2.847200e-6  2.945000e-7  1.590900e-8  6.50130e-10  1.10170e-11  1.17270e-12											     1.099400e+0
3.600000e+5           6.404600e-3 -3.302100e-3  6.040300e-5  1.738900e-5  3.607100e-6  3.866800e-7  2.154700e-8  9.03450e-10  1.58550e-11  1.62950e-12											     1.003900e+0
3.800000e+5           6.899800e-3 -3.590400e-3  6.877300e-5  2.086800e-5  4.507600e-6  4.993400e-7  2.864600e-8  1.231300e-9  2.23040e-11  2.24820e-12											     9.218200e-1
4.000000e+5           7.405600e-3 -3.881100e-3  7.783800e-5  2.480600e-5  5.563900e-6  6.353700e-7  3.746100e-8  1.649400e-9  3.07550e-11  3.07300e-12											     8.507400e-1
4.200000e+5           7.921100e-3 -4.173400e-3  8.762900e-5  2.923500e-5  6.791500e-6  7.978200e-7  4.827500e-8  2.175300e-9  4.16630e-11  4.15820e-12											     7.887000e-1
4.400000e+5           8.445500e-3 -4.466500e-3  9.817500e-5  3.418600e-5  8.206400e-6  9.899300e-7  6.139200e-8  2.828800e-9  5.55540e-11  5.56710e-12											     7.342000e-1
4.600000e+5           8.978200e-3 -4.759900e-3  1.095100e-4  3.969100e-5  9.825200e-6  1.215100e-6  7.714700e-8  3.632000e-9  7.30310e-11  7.37770e-12											     6.860000e-1
4.800000e+5           9.518400e-3 -5.052700e-3  1.216600e-4  4.578100e-5  1.166400e-5  1.477000e-6  9.589800e-8  4.609500e-9  9.47790e-11  9.67690e-12											     6.431500e-1
5.000000e+5           1.006600e-2 -5.344500e-3  1.346600e-4  5.248800e-5  1.374100e-5  1.779300e-6  1.180300e-7  5.788200e-9  1.21570e-10  1.25660e-11											     6.048500e-1
5.500000e+5           1.146000e-2 -6.065100e-3  1.711000e-4  7.215600e-5  2.008700e-5  2.738000e-6  1.909600e-7  9.817000e-9  2.16530e-10  2.31890e-11											     5.250400e-1
6.000000e+5           1.288600e-2 -6.766100e-3  2.135600e-4  9.635300e-5  2.830300e-5  4.039800e-6  2.949400e-7  1.583600e-8  3.65110e-10  4.06170e-11											     4.624900e-1
6.500000e+5           1.433600e-2 -7.438900e-3  2.625900e-4  1.255500e-4  3.867300e-5  5.756000e-6  4.383200e-7  2.450300e-8  5.88250e-10  6.79910e-11											     4.124000e-1
7.000000e+5           1.580500e-2 -8.075900e-3  3.187200e-4  1.602100e-4  5.148400e-5  7.963100e-6  6.305700e-7  3.659700e-8  9.12020e-10  1.09430e-10											     3.715700e-1
7.500000e+5           1.728600e-2 -8.669600e-3  3.825000e-4  2.007700e-4  6.702200e-5  1.074200e-5  8.822900e-7  5.303000e-8  1.368200e-9  1.70200e-10											     3.377800e-1
8.000000e+5           1.877600e-2 -9.213100e-3  4.544900e-4  2.476600e-4  8.557300e-5  1.417800e-5  1.205200e-6  7.485400e-8  1.994900e-9  2.56910e-10											     3.094400e-1
8.500000e+5           2.026900e-2 -9.700100e-3  5.352500e-4  3.012900e-4  1.074200e-4  1.836000e-5  1.612000e-6  1.032600e-7  2.837000e-9  3.77690e-10											     2.854100e-1
9.000000e+5           2.176400e-2 -1.012400e-2  6.253200e-4  3.620300e-4  1.328400e-4  2.337900e-5  2.116500e-6  1.396000e-7  3.946800e-9  5.42430e-10											     2.648300e-1
9.500000e+5           2.325500e-2 -1.048000e-2  7.252400e-4  4.302600e-4  1.620900e-4  2.933000e-5  2.733800e-6  1.853500e-7  5.384300e-9  7.62920e-10											     2.470500e-1
1.000000e+6           2.474200e-2 -1.076300e-2  8.355400e-4  5.062900e-4  1.954500e-4  3.630700e-5  3.479400e-6  2.421600e-7  7.217900e-9  1.053100e-9											     2.315800e-1
1.100000e+6           2.769300e-2 -1.108700e-2  1.089300e-3  6.829700e-4  2.754500e-4  5.373300e-5  5.424300e-6  3.963200e-7  1.239000e-8  1.910700e-9											     2.060700e-1
1.200000e+6           3.060000e-2 -1.106200e-2  1.390200e-3  8.941200e-4  3.747000e-4  7.643800e-5  8.095800e-6  6.182900e-7  2.018900e-8  3.278000e-9											     1.860300e-1
1.300000e+6           3.345500e-2 -1.065900e-2  1.741500e-3  1.141300e-3  4.948700e-4  1.052000e-4  1.165200e-5  9.267100e-7  3.149200e-8  5.366300e-9											     1.699900e-1
1.400000e+6           3.625200e-2 -9.852700e-3  2.145800e-3  1.425300e-3  6.374100e-4  1.408000e-4  1.626000e-5  1.342600e-6  4.733800e-8  8.442100e-9											     1.569500e-1
1.500000e+6           3.898600e-2 -8.623700e-3  2.604800e-3  1.746600e-3  8.036100e-4  1.839600e-4  2.210000e-5  1.889000e-6  6.892700e-8  1.283400e-8											     1.462000e-1
1.600000e+6           4.165700e-2 -6.957500e-3  3.119800e-3  2.104900e-3  9.945100e-4  2.354100e-4  2.935800e-5  2.591500e-6  9.762500e-8  1.893900e-8											     1.372500e-1
1.700000e+6           4.426500e-2 -4.843400e-3  3.691000e-3  2.499100e-3  1.211000e-3  2.958100e-4  3.822700e-5  3.477100e-6  1.349600e-7  2.723100e-8											     1.297100e-1
1.800000e+6           4.681200e-2 -2.275000e-3  4.318000e-3  2.927800e-3  1.453800e-3  3.657900e-4  4.890600e-5  4.575200e-6  1.826300e-7  3.826300e-8											     1.233300e-1
1.900000e+6           4.930000e-2  7.501600e-4  4.999700e-3  3.388600e-3  1.723500e-3  4.459300e-4  6.159900e-5  5.916300e-6  2.425000e-7  5.267800e-8											     1.178800e-1
2.000000e+6           5.173400e-2  4.230700e-3  5.734300e-3  3.878700e-3  2.020600e-3  5.367600e-4  7.651200e-5  7.532800e-6  3.165600e-7  7.121200e-8											     1.132000e-1
2.200000e+6           5.644700e-2  1.253300e-2  7.352200e-3  4.932700e-3  2.697900e-3  7.523200e-4  1.138300e-4  1.172700e-5  5.160800e-7  1.240800e-7											     1.056700e-1
2.400000e+6           6.097400e-2  2.253600e-2  9.145300e-3  6.056400e-3  3.486900e-3  1.015500e-3  1.625000e-4  1.744000e-5  8.002100e-7  2.048500e-7											     9.999500e-2
2.600000e+6           6.533200e-2  3.406900e-2  1.107900e-2  7.209800e-3  4.387700e-3  1.328400e-3  2.241200e-4  2.496400e-5  1.190200e-6  3.233400e-7											     9.569500e-2
2.800000e+6           6.952900e-2  4.686600e-2  1.311100e-2  8.349500e-3  5.398800e-3  1.691800e-3  3.001000e-4  3.460100e-5  1.709400e-6  4.913600e-7											     9.243800e-2
3.000000e+6           7.356900e-2  6.055900e-2  1.518900e-2  9.433400e-3  6.518100e-3  2.105300e-3  3.916400e-4  4.665300e-5  2.383600e-6  7.229100e-7											     8.999200e-2
3.200000e+6           7.745800e-2  7.467000e-2  1.725400e-2  1.042600e-2  7.742600e-3  2.567500e-3  4.995800e-4  6.142500e-5  3.241500e-6  1.034400e-6											     8.818400e-2
3.400000e+6           8.123600e-2  8.862200e-2  1.923400e-2  1.130800e-2  9.069300e-3  3.075800e-3  6.243200e-4  7.922400e-5  4.315700e-6  1.444900e-6											     8.687700e-2
3.600000e+6           8.507900e-2  1.017100e-1  2.102200e-2  1.208700e-2  1.049400e-2  3.626300e-3  7.656700e-4  1.003500e-4  5.643300e-6  1.976400e-6											     8.597500e-2
3.800000e+6           9.136500e-2  1.145000e-1  2.292500e-2  1.289500e-2  1.203900e-2  4.220400e-3  9.243300e-4  1.253000e-4  7.279200e-6  2.658600e-6											     8.526200e-2
4.000000e+6           9.546600e-2  1.265700e-1  2.491100e-2  1.347000e-2  1.373100e-2  4.868700e-3  1.102600e-3  1.549100e-4  9.306900e-6  3.533800e-6											     8.446100e-2
4.200000e+6           9.889800e-2  1.365100e-1  2.662500e-2  1.401800e-2  1.554100e-2  5.561000e-3  1.297600e-3  1.894000e-4  1.178500e-5  4.637100e-6											     8.375600e-2
4.400000e+6           1.019900e-1  1.442200e-1  2.812700e-2  1.464000e-2  1.748200e-2  6.299700e-3  1.509300e-3  2.294300e-4  1.480500e-5  6.019600e-6											     8.307000e-2
4.600000e+6           1.048500e-1  1.496900e-1  2.943600e-2  1.543000e-2  1.956600e-2  7.088800e-3  1.737700e-3  2.757600e-4  1.848100e-5  7.743900e-6											     8.234200e-2
4.800000e+6           1.075400e-1  1.530600e-1  3.055900e-2  1.647100e-2  2.180700e-2  7.934400e-3  1.984000e-3  3.293200e-4  2.294600e-5  9.886700e-6											     8.152300e-2
5.000000e+6           1.101100e-1  1.545900e-1  3.149000e-2  1.782300e-2  2.421400e-2  8.843700e-3  2.249500e-3  3.911600e-4  2.835700e-5  1.254200e-5											     8.058200e-2
5.200000e+6           1.125400e-1  1.545700e-1  3.219400e-2  1.951500e-2  2.679400e-2  9.823800e-3  2.536200e-3  4.624700e-4  3.489600e-5  1.582200e-5											     7.950900e-2
5.400000e+6           1.148000e-1  1.533300e-1  3.261500e-2  2.154300e-2  2.954000e-2  1.088000e-2  2.846100e-3  5.444900e-4  4.276300e-5  1.985900e-5											     7.831500e-2
5.600000e+6           1.168100e-1  1.511600e-1  3.268500e-2  2.387800e-2  3.243200e-2  1.201600e-2  3.180600e-3  6.384200e-4  5.217800e-5  2.480600e-5											     7.703000e-2
5.800000e+6           1.184600e-1  1.483600e-1  3.234300e-2  2.647200e-2  3.543800e-2  1.323000e-2  3.540400e-3  7.454300e-4  6.337200e-5  3.083600e-5											     7.569500e-2
6.000000e+6           1.196600e-1  1.451700e-1  3.155400e-2  2.927100e-2  3.851500e-2  1.451900e-2  3.925400e-3  8.666000e-4  7.659600e-5  3.814500e-5											     7.434800e-2
6.200000e+6           1.203200e-1  1.418700e-1  3.031200e-2  3.221700e-2  4.161900e-2  1.587800e-2  4.334800e-3  1.003000e-3  9.212100e-5  4.695900e-5											     7.301500e-2
6.400000e+6           1.203700e-1  1.386400e-1  2.863600e-2  3.525100e-2  4.470000e-2  1.730300e-2  4.767400e-3  1.155700e-3  1.102500e-4  5.753500e-5											     7.171200e-2
6.600000e+6           1.197900e-1  1.356700e-1  2.656500e-2  3.831200e-2  4.771300e-2  1.878800e-2  5.221900e-3  1.326000e-3  1.313200e-4  7.017800e-5											     7.044200e-2
6.800000e+6           1.185800e-1  1.330700e-1  2.414900e-2  4.134000e-2  5.061700e-2  2.032900e-2  5.696300e-3  1.515100e-3  1.557400e-4  8.524400e-5											     6.920100e-2
7.000000e+6           1.167600e-1  1.309000e-1  2.144400e-2  4.427300e-2  5.337200e-2  2.192300e-2  6.188700e-3  1.724300e-3  1.839500e-4  1.031500e-4											     6.797900e-2
7.500000e+6           1.101400e-1  1.292600e-1  1.453600e-2  5.135800e-2  5.946500e-2  2.629900e-2  7.548300e-3  2.335400e-3  3.330100e-4  1.850100e-4 9.652500e-6 2.960100e-6 								     6.456500e-2
8.000000e+6           1.015800e-1  1.313500e-1  8.771600e-3  5.615700e-2  6.396600e-2  3.087800e-2  8.775300e-3  3.079100e-3  6.463300e-4  3.051800e-4 4.171300e-5 2.763100e-5 								     6.123400e-2
8.500000e+6           9.461700e-2  1.328300e-1  3.614500e-3  5.923400e-2  6.731500e-2  3.551900e-2  9.804300e-3  3.853400e-3  9.051100e-4  4.762800e-4 7.562900e-5 1.265100e-4 								     5.827800e-2
9.000000e+6           9.051100e-2  1.326300e-1 -1.724800e-3  6.077300e-2  7.008100e-2  4.026600e-2  1.063400e-2  4.861800e-3  1.104600e-3  6.656100e-4 1.127400e-4 3.160200e-4 								     5.568000e-2
9.500000e+6           8.866100e-2  1.320200e-1 -6.948400e-3  6.150100e-2  7.220500e-2  4.513300e-2  1.137400e-2  5.995200e-3  1.299600e-3  8.680600e-4 1.513100e-4 4.640200e-4  1.994800e-5                                                  5.336500e-2
1.000000e+7           8.831100e-2  1.308000e-1 -1.163300e-2  6.132700e-2  7.390400e-2  5.016900e-2  1.212100e-2  6.803000e-3  1.505000e-3  1.061600e-3 1.912700e-4 5.854500e-4  4.543500e-5  2.348400e-4                                     5.137200e-2
1.100000e+7           9.139000e-2  1.297600e-1 -1.872600e-2  6.088200e-2  7.784400e-2  6.071000e-2  1.366000e-2  8.427700e-3  1.960100e-3  1.504300e-3 2.747000e-4 8.133500e-4  1.021700e-4  6.075700e-4                                     4.777300e-2
1.140000e+7           9.345800e-2  1.291200e-1 -2.093400e-2  6.044000e-2  7.922900e-2  6.477100e-2  1.427600e-2  9.100300e-3  2.149000e-3  1.685100e-3 3.116600e-4 8.982900e-4  1.277000e-4  7.477900e-4                                     653100-2e
1.200000e+7           9.679400e-2  1.284900e-1 -2.320300e-2  5.955000e-2  8.106300e-2  7.050200e-2  1.525400e-2  1.014700e-2  2.437500e-3  1.987500e-3 3.714500e-4 9.841300e-4  1.642600e-4  9.192200e-4  1.204800e-5                        4.481700e-2
1.275000e+7           1.022500e-1  1.279000e-1 -2.448900e-2  5.844000e-2  8.293000e-2  7.768100e-2  1.659400e-2  1.163100e-2  2.860100e-3  2.386700e-3 4.472300e-4 1.106300e-3  2.156500e-4  1.112600e-3  6.417200e-5                        4.283700e-2
1.336000e+7           1.076800e-1  1.273400e-1 -2.405800e-2  5.670600e-2  8.391900e-2  8.322900e-2  1.764700e-2  1.279700e-2  3.177700e-3  2.715900e-3 5.098200e-4 1.195500e-3  2.587300e-4  1.089100e-3  1.046200e-4                        4.153600e-2
1.350000e+7           1.096300e-1  1.275500e-1 -2.395000e-2  5.644200e-2  8.420900e-2  8.485800e-2  1.791600e-2  1.314900e-2  3.256500e-3  2.809700e-3 5.253400e-4 1.220400e-3  2.685100e-4  1.085000e-3  1.153100e-4                        4.115500e-2
1.500000e+7           1.284600e-1  1.268700e-1 -1.967900e-2  5.057900e-2  8.699700e-2  9.784500e-2  2.085700e-2  1.642900e-2  4.159200e-3  3.737400e-3 6.942400e-4 1.450600e-3  3.909200e-4  9.145600e-4  2.444500e-4                        3.839800e-2
1.650000e+7           1.458400e-1  1.247800e-1 -1.198700e-2  4.488600e-2  9.007800e-2  1.080600e-1  2.407700e-2  2.022300e-2  5.177600e-3  4.629400e-3 9.057400e-4 1.687400e-3  5.036600e-4  7.083700e-4  3.845400e-4                        3.612700e-2
1.800000e+7           1.636700e-1  1.242400e-1 -2.992300e-3  3.980500e-2  9.292500e-2  1.163700e-1  2.721000e-2  2.422600e-2  6.290400e-3  5.415500e-3 1.173200e-3 1.895000e-3  6.297600e-4  5.098500e-4  5.445200e-4                        3.427800e-2
1.900000e+7           1.757000e-1  1.243700e-1  2.857300e-3  3.775200e-2  9.474400e-2  1.210600e-1  2.933100e-2  2.694700e-2  7.085500e-3  5.891700e-3 1.393600e-3 1.974500e-3  7.123000e-4  2.873700e-4  6.658800e-4                        3.322600e-2
2.000000e+7           1.879200e-1  1.244600e-1  7.351500e-3  3.677900e-2  9.628200e-2  1.251400e-1  3.131900e-2  2.908000e-2  7.898200e-3  6.437700e-3 1.636900e-3 2.055800e-3  8.066500e-4  5.037300e-5  7.732500e-4                        3.229700e-2
2.250000e+7           2.162400e-1  1.244700e-1  1.709100e-2  3.723200e-2  9.825900e-2  1.325600e-1  3.562400e-2  3.293500e-2  9.943900e-3  7.604900e-3 2.377600e-3 2.161700e-3  1.051000e-3 -4.818600e-4  1.085500e-3                        3.039900e-2
2.400000e+7           2.319400e-1  1.256900e-1  2.150200e-2  3.767300e-2  9.856800e-2  1.356800e-1  3.768900e-2  3.455600e-2  1.123100e-2  8.283400e-3 2.868200e-3 2.152300e-3  1.214800e-3 -8.387500e-4  1.307700e-3                        2.949400e-2
2.500000e+7           2.421500e-1  1.279300e-1  2.377000e-2  3.791900e-2  9.825400e-2  1.369700e-1  3.889500e-2  3.546300e-2  1.216400e-2  8.656400e-3 3.199300e-3 2.087400e-3  1.318200e-3 -1.090000e-3  1.436300e-3                        2.897300e-2
2.750000e+7           2.666900e-1  1.385700e-1  2.845100e-2  3.792200e-2  9.670300e-2  1.380100e-1  4.137200e-2  3.748800e-2  1.433800e-2  9.524600e-3 4.044300e-3 1.865000e-3  1.538900e-3 -1.755900e-3  1.879500e-3                        2.789200e-2
2.960000e+7           2.863000e-1  1.529800e-1  3.181100e-2  3.789600e-2  9.488500e-2  1.375300e-1  4.335500e-2  3.896500e-2  1.625500e-2  1.023900e-2 4.797100e-3 1.546300e-3  1.685300e-3 -2.360500e-3  2.312100e-3                        2.718200e-2
3.000000e+7           2.898200e-1  1.561900e-1  3.241200e-2  3.790400e-2  9.465900e-2  1.373800e-1  4.381100e-2  3.932400e-2  1.659000e-2  1.038000e-2 4.932300e-3 1.458600e-3  1.716700e-3 -2.486800e-3  2.404800e-3                        2.706200e-2
